ReferenceRef,RefSystemID,ReferenceID,CaseRef,SourceRef,Reference,KirkSession,Presbytery,BurghCourt,Confession,DraftDittay,Comm_CourtMin,Just_CourtMin,Circuit_CourtMin,Dittay,Pleadings,WitDep,WitStatement,CommJust,PrivyCouncil,Parliament,Estates,Royal,CommText,Verdict,Sentence,Chronicle,Financial,Other,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"R/EGD/2192","EGD",2192,"C/EGD/2193",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Aberdeen Sheriff Court Records, Vol 2, p 86.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/04/02 15:21:52"
"R/EGD/2193","EGD",2193,"C/EGD/2194",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Craig-Brown, T 'History of Selkirkshire' (Edinburgh, 1886), Vol 1, p 180.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/03/02 10:54:06"
"R/EGD/2194","EGD",2194,"C/EGD/2195","Aberdeen Presbytery records","CH2/1/1.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"See also Henderson 'The History of banchory-Devenick'  pp. 216-217.


Presbytery records not paginated, use dates.","SMD","05/15/01 17:33:52","jhm","10/24/02 12:59:06"
"R/EGD/2195","EGD",2195,"C/EGD/2196",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Aberdeen Sheriff Court Records, Vol 2, p 140.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/04/02 15:22:05"
"R/EGD/2196","EGD",2196,"C/EGD/2197",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"J Gilmore 'Witchcraft and the Church in Scotland' Glasgow University PhD Thesis, 1948, p. 92.

The project did not check this secondary reference.","SMD","05/15/01 17:33:52","jhm","10/24/02 13:01:43"
"R/EGD/2197","EGD",2197,"C/EGD/2198",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"J Gilmore 'Witchcraft and the Church in Scotland' Glasgow University PhD Thesis, 1948, p. 92.

The project did not check this secondary reference.","SMD","05/15/01 17:33:52","jhm","10/24/02 13:02:01"
"R/EGD/2198","EGD",2198,"C/EGD/2199",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"J Gilmore 'Witchcraft and the Church in Scotland' Glasgow University PhD Thesis, 1948, p. 92.

The project did not check this secondary reference.","SMD","05/15/01 17:33:52","jhm","10/24/02 13:02:54"
"R/EGD/2199","EGD",2199,"C/EGD/2200",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Gilmore. John 'Witchcraft and the church in Scotland' unpublished PhD thesis, Glasgow, 1948, p 306.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/03/02 12:04:08"
"R/EGD/22","EGD",22,"C/EGD/22","APS","Vol 7,p 123,  appendix, p 31.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","jhm","08/09/02 11:39:07"
"R/EGD/2200","EGD",2200,"C/EGD/2201","Marwick Collection","D31/4/3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"His notes on primary documents that aren't held in Orkney.

See also J G Dalyell 'The Darker Superstitions of Scotland' Edinburgh, 1834,  p. 235.

The project did not check this secondary reference.","SMD","05/15/01 17:33:52","jhm","10/24/02 14:19:11"
"R/EGD/2201","EGD",2201,"C/EGD/2202",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"W. Cramond 'The Records of Elgin' Aberdeen, 1903, p 135.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","10/24/02 14:27:21"
"R/EGD/2202","EGD",2202,"C/EGD/2203",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Maitland Club Miscellany, pp. 420, 421 & 424.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","10/24/02 14:28:05"
"R/EGD/2203","EGD",2203,"C/EGD/2204",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Dalyell, J G 'The Darker Supersitions of Scotland' (Edinburgh, 1834), p. 264.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/03/02 15:41:59"
"R/EGD/2204","EGD",2204,"C/EGD/2205",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Kinloch, G R 'Selections from the minutes of the synod of Fife, 1611-87' (Edinburgh, 1837), p.79.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/04/02 15:26:54"
"R/EGD/2205","EGD",2205,"C/EGD/2206",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Kinloch, G R 'Selections from the minutes of the synod of Fife, 1611-87' (Edinburgh, 1837), pp.61, 76.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/04/02 15:28:47"
"R/EGD/2206","EGD",2206,"C/EGD/2207",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Lawson, J P 'The Book of Perth' (Edinburgh, 1847), p. 270.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/04/02 15:33:14"
"R/EGD/2207","EGD",2207,"C/EGD/2208","Court of the Bishopric of Orkney","Orkney and Shetland Court books, 1614-1615, Scottish History Society, p. 18-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","06/19/02 11:42:38"
"R/EGD/2208","EGD",2208,"C/EGD/2209",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Ferguson, J 'Bibliographical notes on the witchcraft literature of Scotland' in 'Proceedings of the Edinburgh Bibliographical Society' (Edinburgh, 1899), no. 112.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/04/02 15:40:28"
"R/EGD/2209","EGD",2209,"C/EGD/2210","Marwick Collection","D31/4/3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"His notes on primary documents that aren't held in Orkney.

Dalyell, J G 'The Darker Superstitions of Scotland' (Edinburgh, 1834), pp. 118, 126 & 536.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","11/12/02 14:50:53"
"R/EGD/221","EGD",221,"C/EGD/221","High Court Process Notes","JC 26/27, Janet Miller's bundle, item 6.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"named as witch in another trial","Named as witch in Janet Miller's trial docs.","SMD","05/15/01 17:33:52","jhm","07/16/01 10:03:36"
"R/EGD/2210","EGD",2210,"C/EGD/2211","Marwick Collection","D31/4/3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"His notes on primary documents that aren't held in Orkney

See also Dalyell, J G 'The Darker Supersitions of Scotland' (Edinburgh, 1834), pp. 243, 554-5.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","10/24/02 14:33:33"
"R/EGD/2211","EGD",2211,"C/EGD/2212","Lawting Sheriff and Justice Court","Acts and Statutes of the Lawting Sheriff and Justic Courts of Orkney and Shetland, p. 51-55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"See also extracts from Maitland Club Miscellany, vol II, part I (1840). The whole volume seems to have pages 181-191 (? Check this).","SMD","05/15/01 17:33:52","jhm","10/24/02 14:39:48"
"R/EGD/2212","EGD",2212,"C/EGD/2213","Marwick Collection","D31/4/3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"His notes on primary documents that aren't held in Orkney.

See also Dalyell, J G 'The Darker Supersitions of Scotland' (Edinburgh, 1834), p. 126.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","10/24/02 14:41:02"
"R/EGD/2213","EGD",2213,"C/EGD/2214","Marwick Collection","D31/4/3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"His notes on primary documents that aren't held in Orkney.

See also C. Rogers 'Social Life in Scotland' Edinburgh, 1846,  Vol 3 p. 300.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","10/24/02 14:46:38"
"R/EGD/2214","EGD",2214,"C/EGD/2215","Marwick Collection","D31/4/3/",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"His notes on primary documents that aren't held in Orkney.

Also Dalyell, J G 'The Darker Superstitions of Scotland' (Edinburgh, 1834), pp. 52, 87, 179, 388.

See also C. Rogers 'Social Life in Scotland' Edinburgh, 1846,  Vol 3 p. 298.

The project did not check Larner's reference to these printed secondary sources as part of the research.","SMD","05/15/01 17:33:52","jhm","11/12/02 14:53:06"
"R/EGD/2215","EGD",2215,"C/EGD/2216","Marwick Collection","D31/4/3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"His notes on primary documents that aren't held in Orkney.

 Also Dalyell, J G 'The Darker Supersitions of Scotland' (Edinburgh, 1834), p. 236.

See also C. Rogers 'Social Life in Scotland' Edinburgh, 1846,  Vol 3 p. 300.

The project did not check Larner's reference to these printed secondary sources as part of the research.","SMD","05/15/01 17:33:52","jhm","10/24/02 14:48:57"
"R/EGD/2216","EGD",2216,"C/EGD/2217",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Dalyell, J G 'The Darker Supersitions of Scotland' (Edinburgh, 1834), p. 378.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/03/02 15:42:26"
"R/EGD/2217","EGD",2217,"C/EGD/2218",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Dalyell, J G 'The Darker Supersitions of Scotland' (Edinburgh, 1834), p. 378.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/03/02 15:44:02"
"R/EGD/2218","EGD",2218,"C/EGD/2219","Sheriff Court Book","Court Book of Shetland, 1615-1629, ed. Donaldson p. 38-43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Also Dalyell, J G 'The Darker Supersitions of Scotland' (Edinburgh, 1834), pp.118-9.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","10/24/02 14:52:38"
"R/EGD/2219","EGD",2219,"C/EGD/2220","Sheriff Court Book","Court Book of Shetland, 1615-1629, ed. Donaldson, p. 38-43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Also Dalyell, J G 'The Darker Supersitions of Scotland' (Edinburgh, 1834), pp. 6, 106, 532.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","10/24/02 15:04:21"
"R/EGD/222","EGD",222,"C/EGD/222","High Court Record Index No. 1","6/2/1656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"SMD","05/15/01 17:33:52","LEM","08/29/02 12:35:45"
"R/EGD/2220","EGD",2220,"C/EGD/2221",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Dalyell, J G 'The Darker Supersitions of Scotland' (Edinburgh, 1834), pp. 34; 443; 474; 630; 631.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/03/02 15:44:29"
"R/EGD/2221","EGD",2221,"C/EGD/2222",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Craig-Brown, T 'History of Selkirkshire' (Edinburgh, 1886), Vol 1, p 181.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/03/02 10:54:40"
"R/EGD/2222","EGD",2222,"C/EGD/2223","Marwick Collection","D31/4/3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"His notes on primary documents that aren't held in Orkney.

Also Dalyell, J G 'The Darker Supersitions of Scotland' (Edinburgh, 1834), p. 62.

See also C. Rogers 'Social Life in Scotland' Edinburgh, 1846,  Vol 3 pp. 301-2.

The project did not check Larner's reference to these printed secondary sources as part of the research.","SMD","05/15/01 17:33:52","jhm","10/24/02 15:07:26"
"R/EGD/2223","EGD",2223,"C/EGD/2224",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Rogers, C 'Social Life in Scotland' (Edinburgh, 1846), Vol 3, pp. 302-3.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/04/02 15:42:48"
"R/EGD/2224","EGD",2224,"C/EGD/2225","Marwick Collection","D31/4/3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"His notes on primary documents that aren't held in Orkney.

See also C. Rogers 'Social Life in Scotland' Edinburgh, 1846,  Vol 3 pp. 299-300.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","10/24/02 15:09:00"
"R/EGD/2225","EGD",2225,"C/EGD/2226",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Dalyell, J G 'The Darker Supersitions of Scotland' (Edinburgh, 1834). P 522..

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/03/02 15:45:48"
"R/EGD/2226","EGD",2226,"C/EGD/2227","Dunblane Presbytery records","CH2/723/1.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"J Ferguson 'Bibliographical notes on witchcraft literature of Scotland' Proceedings of the Edinburgh Bibliographical Society, Edinburgh, 1899, Vol 1 p. 87.

I think this is the same person as mentioned in Ferguson but need to check it. She was noted to be from Fife but mentioned in Dunblane presbytery records. No pagination.","SMD","05/15/01 17:33:52","jhm","10/24/02 15:11:12"
"R/EGD/2227","EGD",2227,"C/EGD/2228",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Black, D 'History of Brechin' (Edinburgh, 1867), p 73.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/04/02 15:45:43"
"R/EGD/2228","EGD",2228,"C/EGD/2229",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Lawson, J P 'The Book of Perth' (Edinburgh, 1847), p. 298.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/04/02 15:34:57"
"R/EGD/2229","EGD",2229,"C/EGD/2230",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"J Lawson 'The Book of Perth' Edinburgh, 1847, p. 303.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","10/24/02 15:16:14"
"R/EGD/223","EGD",223,"C/EGD/223",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"PROC. SRO LIST

The project was unable to locate this source/reference at the NAS so were unable to check it. We doubt that it even exists.","SMD","05/15/01 17:33:52","jhm","10/28/02 16:44:48"
"R/EGD/2230","EGD",2230,"C/EGD/2231","Lanark Presbytery Records","CH2/234/1.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"See also W Hunter 'Biggar and the House of Fleming' Biggar, 1862, p. 379.

The project did not check Larner's reference to this printed secondary source as part of the research.

No pagination in presbytery records.","SMD","05/15/01 17:33:52","jhm","10/24/02 15:18:28"
"R/EGD/2232","EGD",2232,"C/EGD/2233",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"J Maidment 'The Chronicle of Perth' Edinburgh, 1831, p. 89.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","10/24/02 15:21:15"
"R/EGD/2233","EGD",2233,"C/EGD/2234","Marwick Collection","D31/4/3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"His notes on primary documents that aren't held in Orkney.

See also Dalyell, J G 'The Darker Supersitions of Scotland' (Edinburgh, 1834), pp. 7,8, 90, 107, 124, 136-7, 388, 390.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","10/24/02 15:25:08"
"R/EGD/2234","EGD",2234,"C/EGD/2235","Marwick Collection","D31/4/3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"His notes on primary documents that aren't held in Orkney.  He got the information from 'Rowan Tree and the Red Thread' (Edinburgh 1949).

Dalyell, J G 'The Darker Supersitions of Scotland' (Edinburgh, 1834), p. 27.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","10/24/02 15:26:07"
"R/EGD/2235","EGD",2235,"C/EGD/2236",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Dalyell, J G 'The Darker Supersitions of Scotland' (Edinburgh, 1834), p 425..

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/03/02 15:48:02"
"R/EGD/2236","EGD",2236,"C/EGD/2237",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"R. Chambers 'Domestic Annals of Scotland' (Edinburgh, 1861), p. 148.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","LEM","09/11/02 16:11:14"
"R/EGD/2237","EGD",2237,"C/EGD/2238",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Buchan, J 'History of Peebleshire' (Glasgow, 1925-7), Vol 2, p 177.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/04/02 15:50:27"
"R/EGD/2238","EGD",2238,"C/EGD/2239",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Irving, J 'The book of Dumbartonshire' (Edinburgh, 1879), vol 2, p 37.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","10/24/02 15:29:14"
"R/EGD/2239","EGD",2239,"C/EGD/2240",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Anderson, M, St Andrews undergraduate dissertation, 1976 (no references given).

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/03/02 11:23:39"
"R/EGD/224","EGD",224,"C/EGD/224",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"PROC. SRO LIST

The project was unable to locate this source/reference at the NAS so were unable to check it. We doubt that it even exists.","SMD","05/15/01 17:33:52","jhm","10/28/02 16:47:14"
"R/EGD/2240","EGD",2240,"C/EGD/2241",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Anderson, M, St Andrews undergraduate dissertation, 1976 (no references given).

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/04/02 15:57:17"
"R/EGD/2241","EGD",2241,"C/EGD/2242",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Gilmore. John 'Witchcraft and the church in Scotland' unpublished PhD thesis, Glasgow, 1948, p 323.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/03/02 12:10:41"
"R/EGD/2243","EGD",2243,"C/EGD/2244","Sheriff Court Book","SC11/5/1646/10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"See also Black 'Orkney and Shetland Folklore' pp. 103-111.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","10/24/02 15:36:10"
"R/EGD/2244","EGD",2244,"C/EGD/2245","Marwick Collection","D31/4/3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"His notes on primary documents that aren't held in Orkney.","SMD","05/15/01 17:33:52","LEM","06/19/02 15:22:14"
"R/EGD/2245","EGD",2245,"C/EGD/2246",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"'Selections from the registers of the presbytery of Lanark, 1623-1709' (Edinburgh, 1839), p. 7.


The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/04/02 16:01:02"
"R/EGD/2246","EGD",2246,"C/EGD/2247",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"AITCH p. 21

Larner did not give the full citation for this source.

The project  did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/04/02 16:12:43"
"R/EGD/2247","EGD",2247,"C/EGD/2248",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"'Aberdeen kirk session register' (Spalding Club, Aberdeen, 1946), p. 111.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/04/02 16:19:00"
"R/EGD/2248","EGD",2248,"C/EGD/2249",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"W Cramond 'The Records of Elgin' Aberdeen, 1903-8,  Vol 2 p. 220.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","10/24/02 15:41:28"
"R/EGD/2249","EGD",2249,"C/EGD/2250",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Stuart, J 'Extracts from the Presbytery Book of Strathbogie' (Aberdeen, 1843), p. 5.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/04/02 11:26:06"
"R/EGD/225","EGD",225,"C/EGD/225",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"PROC. S.R.O. LIST

The project was unable to locate this source/reference at the NAS so were unable to check it. We doubt that it even exists.","SMD","05/15/01 17:33:52","jhm","10/28/02 16:43:24"
"R/EGD/2250","EGD",2250,"C/EGD/2251",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Stuart, J 'Extracts from the Presbytery Book of Strathbogie' (Aberdeen, 1843), p. 5.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/04/02 11:35:55"
"R/EGD/2251","EGD",2251,"C/EGD/2252",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Stuart, J 'Extracts from the Presbytery Book of Strathbogie' (Aberdeen, 1843), p. 5.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/04/02 11:36:04"
"R/EGD/2252","EGD",2252,"C/EGD/2253",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"J Gilmore 'Witchcraft and the Church in Scotland' Glasgow University PhD thesis, 1948,  p. 304.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","10/24/02 15:46:05"
"R/EGD/2253","EGD",2253,"C/EGD/2254","Marwick Collection","D31/4/3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"His notes on primary documents that aren't held in Orkney.

J G Dalyell 'The Darker Superstitions of Scotland' Edinburgh, 1834, p 179-80.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","10/24/02 15:55:15"
"R/EGD/2254","EGD",2254,"C/EGD/2255","Marwick Collection","D31/4/3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"His notes on primary documents that aren't held in Orkney.

DAL. pp. 193; 470","SMD","05/15/01 17:33:52","LEM","10/28/02 16:38:05"
"R/EGD/2255","EGD",2255,"C/EGD/2256","Marwick Collection","D31/4/3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"See also J G Dalyell 'The Darker Superstitions of Scotland' Edinburgh, 1834, p 153, 377, 508-9, 511, 565.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","10/24/02 15:59:52"
"R/EGD/2256","EGD",2256,"C/EGD/2257","Marwick Collection","D31/4/3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"His notes on primary documents that aren't held in Orkney.

J G Dalyell 'The Darker Superstitions of Scotland' Edinburgh, 1834, pp. 451, 470, 474, 480, 491, 512, 591.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","10/24/02 16:01:44"
"R/EGD/2257","EGD",2257,"C/EGD/2258",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"'Miscellany of the Maitland Club' (Edinburgh, 1833-47), Vol 1, pp. 472-73.

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/04/02 16:23:38"
"R/EGD/2258","EGD",2258,"C/EGD/2259","Kirkcaldy Presbytery records","CH2/224/1, f 55v, r.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"See also D Wesbster 'Tracts on Witchcraft' Edinburgh, 1820,  p. 113-124.

See also Simpkins 'County Folk Lore Vol VII, Fife, Clackmannan and Kinross'.

The project did not check Larner's reference to these printed secondary sources as part of the research.","SMD","05/15/01 17:33:52","jhm","10/24/02 16:12:33"
"R/EGD/2259","EGD",2259,"C/EGD/2260","Kirkcaldy Presbytery records","CH2/224/1, f 55v, r.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"D Webster 'Tracts on Witchcraft' Edinburgh, 1820,  p. 113-124.

There is a reference to Alison Coke suspect of witchcraft in 1621 in Church & Parish, Kirkcaldy, p. 166.

See also Simpkins 'County Folk Lore Vol VII, Fife, Clackmannan and Kinross'.

The project did not check Larner's reference to these printed secondary sources as part of the research.","SMD","05/15/01 17:33:52","jhm","10/24/02 16:15:21"
"R/EGD/2260","EGD",2260,"C/EGD/2261",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Dalyell, J G 'The Darker Supersitions of Scotland' (Edinburgh, 1834), p 213..

The project did not check Larner's reference to this printed secondary source as part of the research.","SMD","05/15/01 17:33:52","jhm","09/03/02 15:48:16"
